File,Line,Column,DefaultLevel,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint,ToolVersion,RuleId,HelpUri
repos_cpp/libsndfile/src/aiff.c,1800,3,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"		memcpy (psf->channel_map, map_info->channel_map, chanmap_size) ;",857f278356628d80577804cf2e1d8c667fc0fda846944984c4310704d0d5f290,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/alac.c,61,2,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,	char enctmpname [512] ;,9f51c31512f02b641752dcadec4130807b319daffc0da1f997e4c83d8f495c2c,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/alac.c,977,10,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,{	static char errstr [128] ;,b0c91cfe930855c37119f26ba55c42e9e84cf5b18730c35b96665a0ba8c5ba30,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/alaw.c,119,10,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,unsigned char alaw_encode [2048 + 1] =,2b6bad121a7b6bff92975c0f8a9860106683a5aefd2d94745fd0f5e5dc9567c1,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/avr.c,42,2,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,	char	name [8] ;	/* null-padded sample name */,d70b8b66f5f908cf8e9a3f453c22dee617589ac576606908c5d9b959612f9ec0,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/avr.c,60,2,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"	char	ext [20] ;	/* Additional filename space, used if (name[7] != 0) */",d0e7d94ac18716cab6c1d8c7bb0e3d8a366618926c7307039b34669f7018c8e2,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/avr.c,61,2,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,	char	user [64] ; /* User defined. Typically ASCII message */,0cbeacdd1fc69da8739086877108ba2a04a535a0efa122bb71e248321943e959,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/broadcast.c,69,2,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"	memcpy (psf->broadcast_16k, info, offsetof (SF_BROADCAST_INFO, coding_history)) ;",1f40724b6edc55e13d584babcade5e321a6f27db51311f656d1b809e3f8fc271,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/broadcast.c,78,4,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,	{	char added_history [256] ;,b2143212683b79c6896dca88906a9cadc9643b774af4bf1ea1a1501a13f257eb,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/broadcast.c,105,2,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"	memcpy (data, psf->broadcast_16k, size) ;",01a26254d42b7b2d1178d0f5d8c4eccf9fc5ea29eb5b39bcad10a7dd0cc49d9f,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/broadcast.c,115,3,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,{	char chnstr [16] ;,2719560e177dedf27d33814ed578a802e15820ada0a8571a60c7ce2e06e737cf,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/caf.c,821,3,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"		memcpy (psf->channel_map, map_info->channel_map, chanmap_size) ;",857f278356628d80577804cf2e1d8c667fc0fda846944984c4310704d0d5f290,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/caf.c,909,2,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,	char s [16 * 1024] ;,a816f133af8a07356dd93925f6c8d39c18f633a3bb611e8f305154eb0865075c,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/cart.c,70,2,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"	memcpy (psf->cart_16k, info, offsetof (SF_CART_INFO, tag_text)) ;",8095d7cf55e82e6ef28eab99d108910d7e06974700ceeb6d521328c4b15bd543,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/cart.c,96,2,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"	memcpy (data, psf->cart_16k, size) ;",e705b8642bef67f808d1ba1e2a1df8dbded9ad31b7c9c59a2570c1a2f45daac0,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/chunk.c,66,4,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,			char str [5] ;,91dc2d612c2fddbd8e711186e5c0038666256ded2a6aa99380f7761c204a3f6c,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/chunk.c,77,3,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"		memcpy (psf->iterator->id, marker_str, marker_len) ;",46603883a092f986774f2ba59d4fe574fcb26e4a631ffd6ffc386ac7954bccd6,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/chunk.c,154,2,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"	memcpy (rchunk.id, &marker, rchunk.id_size) ;",7dc8e28206f986e8a49e8c2bd32ff38b574fb0516ad15ae68bca7d50eac766bd,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/chunk.c,165,3,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,		char str [5] ;,91dc2d612c2fddbd8e711186e5c0038666256ded2a6aa99380f7761c204a3f6c,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/chunk.c,202,3,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,		char str [5] ;,91dc2d612c2fddbd8e711186e5c0038666256ded2a6aa99380f7761c204a3f6c,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/chunk.c,217,2,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"	memcpy (rchunk.id, marker_str, rchunk.id_size) ;",d1bcceda16f30055506d2f56ba0fc61c6b0cc89fc910f91dfc16e138de9b4cc1,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/chunk.c,226,3,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,		char str [5] ;,91dc2d612c2fddbd8e711186e5c0038666256ded2a6aa99380f7761c204a3f6c,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/command.c,119,2,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"	memcpy (data, &(simple_formats [indx]), SIGNED_SIZEOF (SF_FORMAT_INFO)) ;",29d98413228ee6f96248b6aae975b3a88e629b91efe6f09623353ea21f55c344,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/command.c,178,2,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"	memcpy (data, &(major_formats [indx]), SIGNED_SIZEOF (SF_FORMAT_INFO)) ;",1d61e5637060d359e75d230057b2603991235341e0aca71ba52adde5f1d477a1,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/command.c,254,2,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"	memcpy (data, &(subtype_formats [indx]), sizeof (SF_FORMAT_INFO)) ;",1dfe70d9bcfad3316208dba18a9c9675e1576095ea5145f1364f2078e69d9ee2,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/command.c,271,6,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"			{	memcpy (data, &(major_formats [k]), sizeof (SF_FORMAT_INFO)) ;",a1715fd77b65cc500df51a4cc7b07b10de9628d6684486babedd200e07f3a380,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/command.c,281,6,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"			{	memcpy (data, &(subtype_formats [k]), sizeof (SF_FORMAT_INFO)) ;",cf7a3140fa285fe397cb90972748ac8d25718ac3fad2f95022ee13b34428d80b,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/common.c,109,2,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"	char		c, *strptr, istr [5], lead_char, sign_char ;",516560c0a2a9b8bf866f1fc781aaf7c9f72dc7fdbf2acd8c26625fa2d013e036,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/common.c,711,6,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"					memcpy (&(psf->header.ptr [psf->header.indx]), strptr, size) ;",32b5f1890210c23b786faf4c0bec805c23f01288b4592733735c1596692d44be,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/common.c,731,6,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"					memcpy (&(psf->header.ptr [psf->header.indx]), strptr, size + (size & 1)) ;",d1f229cdaefcc7e83e91353ff6d502154255dd0ddbdbda69b3f12d6a17e67b5d,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/common.c,749,6,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"					memcpy (&(psf->header.ptr [psf->header.indx]), strptr, size) ;",32b5f1890210c23b786faf4c0bec805c23f01288b4592733735c1596692d44be,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/common.c,761,6,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"					memcpy (&(psf->header.ptr [psf->header.indx]), bindata, size) ;",b086f38df2349ef40e327772a162be1d0c65c12f3bf2f1960d23301452002bab,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/common.c,782,6,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"					memcpy (&(psf->header.ptr [psf->header.indx]), bindata, 16) ;",12ac46f90bc88e8442247dc4adcc9eddbdbb396f6bcbdcd32c5fc75aeefa6b41,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/common.c,880,2,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"	memcpy (ptr, psf->header.ptr + psf->header.indx, bytes) ;",4dbb797455f751e55efced23f4a37b48f8f3f95989e43cc2496cad09ee681534,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/common.c,930,8,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,					{	char junk [16 * 1024] ;,4bdd02bc007ec9d52b4e4082922404879072c9bfb1cad6a75bef0aa6348439a8,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/common.c,986,11,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"	unsigned char	*ucptr, sixteen_bytes [16] = { 0 } ;",6925333316113ec36683f850472b2ff00ccf4e3a21af47d15311a14562b12446,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/common.c,1219,2,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,	char	ascii [17] ;,4333b16fa8b5405110b902f2e64f88694e73b6b0ff81d6538866e2d9db03823e,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/common.c,1295,3,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"		memcpy (mem, src, n) ;",3813c6e4eb0a465f5d90b7746768cf445ebef6fc72b2e605e90f6e5b4178c46a,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/common.c,1353,3,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"		memcpy (pnew, pcues, SF_CUES_VAR_SIZE (pcues->cue_count)) ;",4ef94cd64c221cff49d7ee7f2d6fc72533ad7e95f082b8de4b258c1bbf8648e6,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/common.c,1366,3,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"		memcpy (data, psf->cues, SF_CUES_VAR_SIZE (cue_count)) ;",d5c91da3eaeffb51f3393481651d2ded3e4a39450bd93ff2b5c357f617e217ff,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/common.c,1839,15,2,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"		if ((file = fopen (fname, ""wb+"")) != NULL)",0f36fa459060979cbd828215576f33767cc04b405c262bfeb2779dd6fc3f2dc4,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
repos_cpp/libsndfile/src/common.c,1844,14,2,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"	if ((file = fopen (fname, ""wb+"")) != NULL)",0f36fa459060979cbd828215576f33767cc04b405c262bfeb2779dd6fc3f2dc4,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
repos_cpp/libsndfile/src/common.h,244,2,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,	char		id [64] ;,30b7422f85e0aeeabe356f89d726fb3b0772d2db16c23c7f2502f310c2cbb83e,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/common.h,272,2,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,	char		id [64] ;,30b7422f85e0aeeabe356f89d726fb3b0772d2db16c23c7f2502f310c2cbb83e,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/common.h,315,2,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,	char	path [SF_FILENAME_LEN] ;,ec7da0dc44159bb5445b6ac37b2770a62f744e08c2502209512bfcd9333ed298,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/common.h,316,2,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,	char	dir [SF_FILENAME_LEN] ;,a177cba7ae83398096267975edacaba7951ef682327c5909ea42a480ed8765ad,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/common.h,317,2,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,	char	name [SF_FILENAME_LEN / 4] ;,7ffb5c7298de63697b4328547910dbc9c86781a8f46bc9c4bdb693915763d2d1,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/common.h,346,2,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,	char			cbuf	[SF_BUFFER_LEN / sizeof (char)] ;,283c3ca0ffdc62aafffb12f1528a70039c2484be1aea9bc546fc4a61152a020a,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/common.h,347,9,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,	signed char		scbuf	[SF_BUFFER_LEN / sizeof (signed char)] ;,df450da4b002da617d9d55e71354008d3a61f13e87f67643726861b44026cd51,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/common.h,348,11,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,	unsigned char	ucbuf	[SF_BUFFER_LEN / sizeof (signed char)] ;,ccd91c71bbdb6bdb6f6fc1ff0f8b3614741b80a1cd157efc0a80373fc8e6d7f9,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/common.h,357,2,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,	char			syserr		[SF_SYSERR_LEN] ;,572f55119c310f461dfa9e3b4b52dfd815bca50141db7fa79aa70d867e175406,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/common.h,363,4,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,	{	char			buf	[SF_PARSELOG_LEN] ;,9eec3b44f35a9832ea8b23689ac28960bc95e8596af14a4a44b82207436abc35,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/double64.c,461,12,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,		unsigned char	c [8] ;,a7a9578a5a733d11fcb5a26df9af03dd1c4ddd5e945ee2846f868b7b857a6faa,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/double64.c,879,3,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"		memcpy (ptr + total, ubuf.dbuf, bufferlen * sizeof (double)) ;",d6b1a5b791e43d95da6cf346cbef163a1e93e45d38fba8b94ab99ecc6bafac19,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/double64.c,909,3,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"		memcpy (ptr + total, ubuf.dbuf, readcount * sizeof (double)) ;",f055ad351c132f1c860af83acf4d0a0dfbc1d7de1dc1ed5d8f5a7532af2bed02,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/double64.c,1030,3,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"		memcpy (ubuf.dbuf, ptr + total, bufferlen * sizeof (double)) ;",4aaf155474b37fca6f8e16201958f591cfaaa17d8b2caafe38c3962a40003bfa,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/dwvw.c,46,12,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,		unsigned char	buffer [256] ;,eb10264dda898d1156023fb7500019b24b8cc8d814cca7978f7fc90eaac4e0ec,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/file_io.c,603,8,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"		fd = open (pfile->path, oflag) ;",c88c0e979b336f2266ee1e3e98f157e9e7bb7eece3ac9e4fb99da0f873a9c0d0,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
repos_cpp/libsndfile/src/file_io.c,605,8,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"		fd = open (pfile->path, oflag, mode) ;",59d103c00b471b4319d566d729ff4cfc89c7c546bfa1a93ce91a2d1e4f7dbce5,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
repos_cpp/libsndfile/src/file_io.c,818,16,2,2,buffer,MultiByteToWideChar,"Requires maximum length in CHARACTERS, not bytes (CWE-120).",,,CWE-120,"	int nResult = MultiByteToWideChar (CP_UTF8, 0, pfile->path, -1, NULL, 0) ;",4d7857268528b4dcba738b0566253d82483a6c05c8fbba5d22b62b98a9e376c0,2.0.19,FF1023,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/file_io.c,823,17,2,2,buffer,MultiByteToWideChar,"Requires maximum length in CHARACTERS, not bytes (CWE-120).",,,CWE-120,"	int nResult2 = MultiByteToWideChar (CP_UTF8, 0, pfile->path, -1, pwszPath, nResult) ;",4da40e5c20750f56604cb7ff133bbdf85a9e59ad4cff4e98bb8b08c004e880bf,2.0.19,FF1023,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/flac.c,215,4,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"			memcpy (pflac->rbuffer [i], buffer [i], frame->header.blocksize * sizeof (int32_t)) ;",c5bcc6e90b8cd57b16c51bd036279bc359877714d0645642c9406f8ed5c09b1a,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/float32.c,413,12,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,		unsigned char	c [4] ;,494196a5fc9cc7c5f1943c4a4763a1a3115e4998f7c58d5149919e07d855d545,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/src/float32.c,832,3,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"		memcpy (ptr + total, ubuf.fbuf, bufferlen * sizeof (float)) ;",917b784420971dddb5bc3126db774d974001594606179d5723e5f53056efb609,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/src/float32.c,953,3,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"		memcpy (ubuf.fbuf, ptr + total, bufferlen * sizeof (float)) ;",0c5a4b3cd51b0bf2c83a088538d7cb363f9a359a7e7976b16495b5009a33fd1a,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
